name,descrizione,colori,image_url,marca
Silenziatore per condotto 220×90 mm,Elimina i riverberi e la propagazione del rumore all’interno dei canali di ventilazione senza comprometterne la portata di aspirazione Materiale: ABS.,N/A,/images/first_corporation_prodotti/Silenziatorepercondotto22090mm.webp,First Corporation
Silenziatore per condotto da 220×90 mm a 150 mm,Elimina i riverberi e la propagazione del rumore all’interno dei canali di ventilazione senza comprometterne la portata di aspirazione Materiale: ABS.,N/A,/images/first_corporation_prodotti/Silenziatorepercondottoda22090mma150mm.webp,First Corporation
Silenziatore per condotto ø 150 mm,Elimina i riverberi e la propagazione del rumore all’interno dei canali di ventilazione senza comprometterne la portata di aspirazione Materiale: ABS.,N/A,/images/first_corporation_prodotti/Silenziatorepercondottoø150mm.webp,First Corporation
Tappo di chiusura 120×60 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Tappodichiusura12060mm.webp,First Corporation
Staffe fermatubo 220×90 mm per tubi rettangolari,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Staffefermatubo22090mmpertubirettangolari.webp,First Corporation
Tubo telescopico ø 160 mm per uscita a muro,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Tubotelescopicoø160mmperuscitaamuro.webp,First Corporation
Tubo telescopico ø 125 mm per uscita a muro,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Tubotelescopicoø125mmperuscitaamuro.webp,First Corporation
Tubo telescopico ø 100 mm per uscita a muro,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Tubotelescopicoø100mmperuscitaamuro.webp,First Corporation
Valvola a farfalla di non ritorno per tubo tondo,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Valvolaafarfalladinonritornopertubotondo.webp,First Corporation
Collari fermatubo Ø 100 mm per tubi tondi,Gli accessori del sistema sono studiati per assicurare una minima dispersione nel passaggio aria e per adattarsi alle esigenze progettuali Materiale: ABS.,N/A,/images/first_corporation_prodotti/CollarifermatuboØ100mmpertubitondi.webp,First Corporation
Collari fermatubo Ø 125 mm per tubi tondi,Gli accessori del sistema sono studiati per assicurare una minima dispersione nel passaggio aria e per adattarsi alle esigenze progettuali Materiale: ABS.,N/A,/images/first_corporation_prodotti/CollarifermatuboØ125mmpertubitondi.webp,First Corporation
Collari fermatubo Ø 150 mm per tubi tondi,Gli accessori del sistema sono studiati per assicurare una minima dispersione nel passaggio aria e per adattarsi alle esigenze progettuali Materiale: ABS.,N/A,/images/first_corporation_prodotti/CollarifermatuboØ150mmpertubitondi.webp,First Corporation
Collari fermatubo Ø 100 mm per tubi tondi,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/CollarifermatuboØ100mmpertubitondi.webp,First Corporation
Collari fermatubo Ø 125 mm per tubi tondi,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/CollarifermatuboØ125mmpertubitondi.webp,First Corporation
Antigoccia per Griglie e Cappette,"Accessorio compatibile con griglie e cappette che previene eventuali colature antiestetiche sui muri dovute alle intemperie o alla fuoriuscita di condensa dal tubo generata da apparecchi come cappe, aspiratori e scambiatori. Materiale: ABS.",N/A,/images/first_corporation_prodotti/AntigocciaperGriglieeCappette.webp,First Corporation
Griglia ad alette a gravità per tubo rettangolare 120×60 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliaadaletteagravitàpertuborettangolare12060mm.webp,First Corporation
Griglia ad alette a gravità per tubo rettangolare 150×70 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliaadaletteagravitàpertuborettangolare15070mm.webp,First Corporation
Griglia ad alette a gravità per tubo tondo Ø 100 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliaadaletteagravitàpertubotondoØ100mm.webp,First Corporation
Griglia ad alette a gravità per tubo tondo Ø 125 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliaadaletteagravitàpertubotondoØ125mm.webp,First Corporation
Griglia ad alette a gravità per tubo tondo Ø 150 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliaadaletteagravitàpertubotondoØ150mm.webp,First Corporation
Griglia ad alette fisse per tubo rettangolare 120×60 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliaadalettefissepertuborettangolare12060mm.webp,First Corporation
Griglia ad alette fisse per tubo rettangolare 150×70 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliaadalettefissepertuborettangolare15070mm.webp,First Corporation
Griglia ad alette fisse per tubo tondo Ø 100 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliaadalettefissepertubotondoØ100mm.webp,First Corporation
Griglia ad alette fisse per tubo tondo Ø 125 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliaadalettefissepertubotondoØ125mm.webp,First Corporation
Griglia ad alette fisse per tubo tondo Ø 150 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliaadalettefissepertubotondoØ150mm.webp,First Corporation
Griglia da incasso per tubo rettangolare,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliadaincassopertuborettangolare.webp,First Corporation
Griglia da incasso per tubo rettangolare,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliadaincassopertuborettangolare.webp,First Corporation
Griglia da incasso per tubo rettangolare,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliadaincassopertuborettangolare.webp,First Corporation
Griglia da sovrapporre con alette a gravità per tubi 120×60 mm – 150×70 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliadasovrapporreconaletteagravitàpertubi12060mm15070mm.webp,First Corporation
Griglia da sovrapporre con alette fisse per tubi 120×60 – 150×70 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliadasovrapporreconalettefissepertubi1206015070mm.webp,First Corporation
Tappo di chiusura 150×70 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Tappodichiusura15070mm.webp,First Corporation
Tappo di chiusura 220×90 mm,Gli accessori del sistema di aerazione contribuiscono ad una rapida evacuazione di vapori ed odori sgradevoli da ambienti come cucina e bagni Materiale: ABS.,N/A,/images/first_corporation_prodotti/Tappodichiusura22090mm.webp,First Corporation
Aeratore a membrana per colonne di scarico,Indispensabile per il corretto funzionamento e per un salubre utilizzo delle colonne di scarico Materiale: PVC.,N/A,/images/first_corporation_prodotti/Aeratoreamembranapercolonnediscarico.webp,First Corporation
Angolo a salire,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/Angoloasalire.webp,First Corporation
Angolo esterno,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/Angoloesterno.webp,First Corporation
Angolo interno,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/Angolointerno.webp,First Corporation
Barattolo colla saldante per PVC,Ideale per unire tubi e raccordi Materiale: Metiletilchetone / cicloesanone.,N/A,/images/first_corporation_prodotti/BarattolocollasaldanteperPVC.webp,First Corporation
Barattolo colla saldante tangit per PVC-U,Ideale per unire tubi e raccordi Materiale: Tetraidrofurano / Butanone / Cicloesanone.,N/A,/images/first_corporation_prodotti/BarattolocollasaldantetangitperPVC-U.webp,First Corporation
Cassetta di ispezione GAS per foro 320×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Grigio",/images/first_corporation_prodotti/CassettadiispezioneGASperforo320420mm.webp,First Corporation
Cassetta di ispezione per foro 320×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Grigio",/images/first_corporation_prodotti/Cassettadiispezioneperforo320420mm.webp,First Corporation
Curva 45° FF,L’aspirazione centralizzata nasce per garantire una pulizia totale degli ambienti interni rendendo le pulizie semplici e leggere Materiale: PVC.,"Azzurro, Grigio",/images/first_corporation_prodotti/Curva45FF.webp,First Corporation
Curva 45° MF,L’aspirazione centralizzata nasce per garantire una pulizia totale degli ambienti interni rendendo le pulizie semplici e leggere Materiale: PVC.,"Azzurro, Grigio",/images/first_corporation_prodotti/Curva45MF.webp,First Corporation
Curva 90° FF,L’aspirazione centralizzata nasce per garantire una pulizia totale degli ambienti interni rendendo le pulizie semplici e leggere Materiale: PVC.,"Azzurro, Grigio",/images/first_corporation_prodotti/Curva90FF.webp,First Corporation
Derivazione 45° FF,L’aspirazione centralizzata nasce per garantire una pulizia totale degli ambienti interni rendendo le pulizie semplici e leggere Materiale: PVC.,"Azzurro, Grigio",/images/first_corporation_prodotti/Derivazione45FF.webp,First Corporation
Derivazione a “T”,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/DerivazioneaT.webp,First Corporation
Derivazione con aeratore a membrana,Indispensabile per il corretto funzionamento e per un salubre utilizzo delle colonne di scarico Materiale: PVC.,N/A,/images/first_corporation_prodotti/Derivazioneconaeratoreamembrana.webp,First Corporation
Detergente First,Ideale per pulire la superficie dalle impurità Materiale: Acetone/Metiletilchetone.,N/A,/images/first_corporation_prodotti/DetergenteFirst.webp,First Corporation
Detergente tangit per PVC-U,Utilizzabile sia per esterno che per interno è ideale per pulire in profondità le superfici in PVC-U Materiale: .,N/A,/images/first_corporation_prodotti/DetergentetangitperPVC-U.webp,First Corporation
Estrattore statico,Favorisce il tiraggio della colonna di ventilazione anche in condizioni atmosferiche avverse Materiale: PVC.,N/A,/images/first_corporation_prodotti/Estrattorestatico.webp,First Corporation
Giunto,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/Giunto.webp,First Corporation
Guaina corrugata per tubi gas,"Utile per rivestire il tubo del gas, proteggendolo dalla corrosione e dall’usura nel tempo Materiale: PVC.",N/A,/images/first_corporation_prodotti/Guainacorrugatapertubigas.webp,First Corporation
Guaina spiralata per tubi gas,"Utile per rivestire il tubo del gas, proteggendolo dalla corrosione e dall’usura nel tempo Materiale: PVC.",N/A,/images/first_corporation_prodotti/Guainaspiralatapertubigas.webp,First Corporation
Kit Piegatubo,Mai più tubi schiacciati durante l’installazione Materiale: Plastica.,"Blu, Giallo, Rosso, Verde",/images/first_corporation_prodotti/KitPiegatubo.webp,First Corporation
Lavello in plastica con griglia,Pratico e resistente per applicazioni interne ed esterne Materiale: PVC.,N/A,/images/first_corporation_prodotti/Lavelloinplasticacongriglia.webp,First Corporation
Lavello in resina bianca,Pratico e resistente per applicazioni interne ed esterne Materiale: Resina.,N/A,/images/first_corporation_prodotti/Lavelloinresinabianca.webp,First Corporation
Manicotto,L’aspirazione centralizzata nasce per garantire una pulizia totale degli ambienti interni rendendo le pulizie semplici e leggere Materiale: PVC.,"Azzurro, Grigio",/images/first_corporation_prodotti/Manicotto.webp,First Corporation
Profilo estruso,"Utilizzato per nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: PVC.",N/A,/images/first_corporation_prodotti/Profiloestruso.webp,First Corporation
Sportello di ispezione da sovrapporre,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Cromato Satinato, Grigio, Ramato",/images/first_corporation_prodotti/Sportellodiispezionedasovrapporre.webp,First Corporation
Sportello di ispezione GAS per foro 320×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’esterno di una casa Materiale: ABS.,"Bianco, Grigio",/images/first_corporation_prodotti/SportellodiispezioneGASperforo320420mm.webp,First Corporation
Sportello di ispezione GAS per foro 420×620 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’esterno di una casa Materiale: ABS.,"Bianco, Grigio",/images/first_corporation_prodotti/SportellodiispezioneGASperforo420620mm.webp,First Corporation
Sportello di ispezione GAS per foro 620×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’esterno di una casa Materiale: ABS.,"Bianco, Grigio",/images/first_corporation_prodotti/SportellodiispezioneGASperforo620420mm.webp,First Corporation
Sportello di ispezione per foro 200×200 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Cromato Satinato, Grigio, Ramato",/images/first_corporation_prodotti/Sportellodiispezioneperforo200200mm.webp,First Corporation
Sportello di ispezione per foro 200×300 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Grigio, Ramato",/images/first_corporation_prodotti/Sportellodiispezioneperforo200300mm.webp,First Corporation
Sportello di ispezione per foro 300×200 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Grigio, Ramato",/images/first_corporation_prodotti/Sportellodiispezioneperforo300200mm.webp,First Corporation
Sportello di ispezione per foro 300×300 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Grigio, Ramato",/images/first_corporation_prodotti/Sportellodiispezioneperforo300300mm.webp,First Corporation
Sportello di ispezione per foro 320×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,N/A,/images/first_corporation_prodotti/Sportellodiispezioneperforo320420mm.webp,First Corporation
Sportello di ispezione per foro 320×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,"Bianco, Grigio, Ramato",/images/first_corporation_prodotti/Sportellodiispezioneperforo320420mm.webp,First Corporation
Sportello di ispezione per foro 420×620 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,N/A,/images/first_corporation_prodotti/Sportellodiispezioneperforo420620mm.webp,First Corporation
Sportello di ispezione per foro 620×420 mm,Utilizzato per proteggere e coprire impianti ispezionabili e cavità in genere all’interno e all’esterno di una casa Materiale: ABS.,N/A,/images/first_corporation_prodotti/Sportellodiispezioneperforo620420mm.webp,First Corporation
Staffa fermatubo,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: PVC antiurtizzato.",N/A,/images/first_corporation_prodotti/Staffafermatubo.webp,First Corporation
Terminale destro,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/Terminaledestro.webp,First Corporation
Terminale sinistro,"Gli accessori del sistema contribuiscono a nascondere e proteggere i tubi e i cavi di riscaldamento e idrosanitari lungo il battiscopa, garantendo un aspetto estetico e funzionale Materiale: ABS.",N/A,/images/first_corporation_prodotti/Terminalesinistro.webp,First Corporation
Testa esalatore,Si installa nella parte terminale della colonna di scarico fuori dal tetto. L’articolo consente la dispersione degli odori sgradevoli provenienti dallo svuotamento dei sifoni intermedi degli impianti di scarico. Materiale: PVC.,N/A,/images/first_corporation_prodotti/Testaesalatore.webp,First Corporation
Tubetto colla saldante per PVC,Ideale per unire tubi e raccordi Materiale: Metiletilchetone / cicloesanone.,N/A,/images/first_corporation_prodotti/TubettocollasaldanteperPVC.webp,First Corporation
Tubetto colla saldante tangit per PVC-U,Ideale per unire tubi e raccordi Materiale: Tetraidrofurano / Butanone / Cicloesanone.,N/A,/images/first_corporation_prodotti/TubettocollasaldantetangitperPVC-U.webp,First Corporation
Tubo aspirazione senza bicchiere,L’aspirazione centralizzata nasce per garantire una pulizia totale degli ambienti interni rendendo le pulizie semplici e leggere Materiale: PVC.,"Azzurro, Grigio",/images/first_corporation_prodotti/Tuboaspirazionesenzabicchiere.webp,First Corporation
Valvola di non ritorno Airstop,Evita il ritorno di cattivi odori dalla rete fognaria Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladinonritornoAirstop.webp,First Corporation
Vite di fissaggio,Linea ProfilTop gli accessori professionali per il condizionamento Materiale: METALLO.,N/A,/images/first_corporation_prodotti/Vitedifissaggio.webp,First Corporation
Recuperatore di calore entalpico EVO-ECO,"Sistema evoluto ed ecologico di ricambio d’aria da interni che, grazie alla presenza di un filtro purificatore, elimina pollini, polveri, aria viziata e altre sostanze inquinanti rinnovando e purificando l’aria in casa, eliminando l’umidità e ostacolando la formazione di muffa. Materiale: ABS.",N/A,/images/first_corporation_prodotti/RecuperatoredicaloreentalpicoEVO-ECO.webp,First Corporation
Recuperatore di calore a doppio flusso V-ECO100,"Idoneo per essere installato in piccoli ambienti quali camere da letto, bagni, locali di servizio, per fornire un’estrazione continua dell’aria calda viziata ed immissione di aria nuova esterna preriscaldata. Materiale: ABS.",N/A,/images/first_corporation_prodotti/RecuperatoredicaloreadoppioflussoV-ECO100.webp,First Corporation
Barriera d’aria BASIC,"Prodotto indicato per bloccare polveri, gas di scarico, insetti, fumo e cattivi odori assicurando però l’isolamento della temperatura in modo efficace Materiale: .",N/A,/images/first_corporation_prodotti/BarrieradariaBASIC.webp,First Corporation
Barriera d’aria PLUS,"Prodotto molto valido per bloccare polveri, gas di scarico, insetti, fumo e cattivi odori assicurando l’isolamento della temperatura in modo efficace Materiale: .",N/A,/images/first_corporation_prodotti/BarrieradariaPLUS.webp,First Corporation
Griglia di ventilazione tonda con valvola termostatica AIRCONTROL,E’ un dispositivo brevettato con valvola termostatica che regola il flusso dell’aria in fuzione della temperatura esterna Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliadiventilazionetondaconvalvolatermostaticaAIRCONTROL.webp,First Corporation
Griglia di ventilazione quadrata con valvola termostatica AIRCONTROL,E’ un dispositivo brevettato con valvola termostatica che regola il flusso dell’aria in fuzione della temperatura esterna Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliadiventilazionequadrataconvalvolatermostaticaAIRCONTROL.webp,First Corporation
Aspiratore elicoidale da parete,Completo di placca frontale in elegante vetro satinato Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaledaparete.webp,First Corporation
Aspiratore elicoidale da parete GIOTTO,Design extrapiatto e moderno Materiale: ABS.,N/A,/images/first_corporation_prodotti/AspiratoreelicoidaledapareteGIOTTO.webp,First Corporation
Aspiratore elicoidale da parete,Dal design elegante e idoneo per espulsioni dirette o piccole canalizzazioni.‎ Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaledaparete.webp,First Corporation
Aspiratore elicoidale da parete,Aspiratore elicoidale da parete incassabile a muro Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaledaparete.webp,First Corporation
Aspiratore elicoidale da parete,Completo di comando a infrarosso e timer Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaledaparete.webp,First Corporation
Aspiratore elicoidale da parete per foro ø 80 mm, Materiale: .,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaledapareteperforoø80mm.webp,First Corporation
Aspiratore elicoidale da parete,Completo di interruttore tirante (on-off) Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaledaparete.webp,First Corporation
Aspiratore elicoidale con serranda da parete,Completo di serranda automatica a comando elettronico Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidaleconserrandadaparete.webp,First Corporation
Aspiratore elicoidale per condotti,Può essere installato all’interno di tubi rigidi o flessibili Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelicoidalepercondotti.webp,First Corporation
Aspiratore elettrico assiale per cappe,Versatile e di semplice installazione Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratoreelettricoassialepercappe.webp,First Corporation
Aspiratore centrifugo CENTRIX,Idoneo per essere installato a parete o soffitto in ambienti in cui è necessaria l’espulsione dell’aria in canalizzazioni lunghe diversi metri Materiale: ABS.,N/A,/images/first_corporation_prodotti/AspiratorecentrifugoCENTRIX.webp,First Corporation
Aspiratore centrifugo per condotti, Materiale: ABS.,N/A,/images/first_corporation_prodotti/Aspiratorecentrifugopercondotti.webp,First Corporation
Silenziatore per fori di ventilazione PHONOBOX,"Da installare in edifici di nuova costruzione o in fori di ventilazione esistenti, con passaggio d’aria certificato secondo norma UNI-CIG-GAS 7129 Materiale: Elemento scatolato: plastica ABS, Materiale fonoassorbente interno al silenziatore: poliuretano espanso.",N/A,/images/first_corporation_prodotti/SilenziatoreperforidiventilazionePHONOBOX.webp,First Corporation
Silenziatore per fori di ventilazione HELIX43,"Da installare in edifici di nuova costruzione o in fori di ventilazione esistenti, con passaggio d’aria certificato secondo norma UNI-CIG-GAS 7129 Materiale: Tubo: plastica ABS, Materiale interno al tubo fonoassorbente:  poliuretano espanso.",N/A,/images/first_corporation_prodotti/SilenziatoreperforidiventilazioneHELIX43.webp,First Corporation
Riduttore acustico per fori di ventilazione esistenti HELIX34,Il prodotto è di facile installazione ed è utile per attenuare i rumori che provengono dai fori di ventilazione Materiale: Tubo: plastica ABS Materiale interno al tubo fonoassorbente:  poliuretano espanso.,N/A,/images/first_corporation_prodotti/RiduttoreacusticoperforidiventilazioneesistentiHELIX34.webp,First Corporation
Riduttore acustico per fori di ventilazione esistenti UFO,Il prodotto è di facile installazione ed è utile per attenuare i rumori che provengono dai fori di ventilazione Materiale: ABS.,N/A,/images/first_corporation_prodotti/RiduttoreacusticoperforidiventilazioneesistentiUFO.webp,First Corporation
Cappellotto con guarnizione per colmo lastra Piana,Sistema di fissaggio con guarnizione per accessori lastra Piana Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizionepercolmolastraPiana.webp,First Corporation
Cappellotto con guarnizione per fianco scossalina lastra Tegola,Sistema di fissaggio con guarnizione per lastra Rustica Materiale: .,"Blu Ardesia, Marrone Scuro, Terracotta",/images/first_corporation_prodotti/CappellottoconguarnizioneperfiancoscossalinalastraTegola.webp,First Corporation
Cappellotto con guarnizione per lastra Coppo,Sistema di fissaggio con guarnizione per lastra Coppo e i suoi accessori Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraCoppo.webp,First Corporation
Cappellotto con guarnizione per lastra Etruria, Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraEtruria.webp,First Corporation
Cappellotto con guarnizione per lastra Greca, Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraGreca.webp,First Corporation
Cappellotto con guarnizione per lastra Latina,Sistema di fissaggio con guarnizione per lastra Latina Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraLatina.webp,First Corporation
Cappellotto con guarnizione per lastra Olandese,Sistema di fissaggio con guarnizione per lastra Olandese Materiale: .,"Blu Ardesia, Firenze Antica, Marrone Scuro, Terra Naturale, Venezia Antica",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraOlandese.webp,First Corporation
Cappellotto con guarnizione per lastra Onda Romana, Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraOndaRomana.webp,First Corporation
Cappellotto con guarnizione per lastra Romana Egeo, Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraRomanaEgeo.webp,First Corporation
Cappellotto con guarnizione per lastra Rustica,Sistema di fissaggio con guarnizione per lastra Rustica Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraRustica.webp,First Corporation
Cappellotto con guarnizione per lastra Tegola,Sistema di fissaggio con guarnizione per lastra Rustica Materiale: .,"Blu Ardesia, Marrone Scuro, Terracotta, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastraTegola.webp,First Corporation
Cappellotto con guarnizione per lastre Ondina e Grekina, Materiale: .,"Cenere Antica, Terracotta Opaco",/images/first_corporation_prodotti/CappellottoconguarnizioneperlastreOndinaeGrekina.webp,First Corporation
Cappellotto con guarnizione per scossalina lastra Tegola,Sistema di fissaggio con guarnizione per lastra Rustica Materiale: .,"Blu Ardesia, Marrone Scuro, Terracotta",/images/first_corporation_prodotti/CappellottoconguarnizioneperscossalinalastraTegola.webp,First Corporation
