name,sku,description,image_url,category
Decespugliatore 54V XR FLEXVOLT  - Unità senza batteria,dcm571n-xj,"Decespugliatore 54V XR FLEXVOLT  - Unità senza batteria

Tutta la potenza di una macchina a scoppio senza l'inconveniente di dover trasportare il carburante o fare la miscela. Il tagliabordi / decespugliatore DCM571 ha un'ampiezza di taglio di 38 cm, può montare il filo o la lama, che rendono la macchina perfetta per semplici lavori di taglio dell'erba o per lavori di pulizia pesanti.",/images/dewalt_products_resto/Decespugliatore54VXRFLEXVOLT-Unitàsenzabatteria.webp,N/A
SOFFIATORE 54V XR FLEXVOLT,dcm572x1-qw,"SOFFIATORE 54V XR FLEXVOLT

DeWALT ha creato la serie di elettroutensili XR FLEXVOLT, consentendo ai professionisti dell'edilizia di utilizzare utensili a batteria per lavori che prima erano completamente impossibili da eseguire. XR FLEXVOLT è una serie di elettroutensili a 54V che offrono autonomie e prestazioni migliorate. . DEWALT XR FLEXVOLT è l'unica batteria sul mercato che passa da 54V a 18V, rendendola così compatibile con i vostri elettroutensili XR.",/images/dewalt_products_resto/SOFFIATORE54VXRFLEXVOLT.webp,N/A
TAGLIASIEPI 18V 5.0Ah XR LITIO,dcm563p1-qw,"TAGLIASIEPI 18V 5.0Ah XR LITIO

",/images/dewalt_products_resto/TAGLIASIEPI18V50AhXRLITIO.webp,N/A
Testina Filo QUICKWIND™ per Tagliabordi DEWALT,dt20658-qz,"Testina Filo QUICKWIND™ per Tagliabordi DEWALT

",/images/dewalt_products_resto/TestinaFiloQUICKWINDperTagliabordiDEWALT.webp,N/A
TAGLIABORDI 18V 5.0Ah XR LITIO,dcm561p1-qw,"TAGLIABORDI 18V 5.0Ah XR LITIO

Tagliabordi XR 18V. 5.0AH - Ampiezza di taglio 33cm, Motore Brushless, Doppia linea di taglio con spessore 2mm, Alimentazione a pressione, Tecnologia ad ingranaggi, Doppio interruttore di avviamento, Velocità variabile, Autonomia di taglio fino a 70m2 DOTAZIONE: 1 batteria XR 18V 5.0Ah, caricabatterie, Rocchetto da 2mm.",/images/dewalt_products_resto/TAGLIABORDI18V50AhXRLITIO.webp,N/A
SOFFIATORE 18V 5.0Ah XR LITIO,dcm562p1-qw,"SOFFIATORE 18V 5.0Ah XR LITIO

",/images/dewalt_products_resto/SOFFIATORE18V50AhXRLITIO.webp,N/A
SOFFIATORE 18V XR - UNITÀ NUDA,dcm562pb-qw,"SOFFIATORE 18V XR - UNITÀ NUDA

",/images/dewalt_products_resto/SOFFIATORE18VXR-UNITÀNUDA.webp,N/A
DOPPIO CASSETTO PROFONDO TOUGHSYSTEM 2.0 DXL,dwst60520-1,"DOPPIO CASSETTO PROFONDO TOUGHSYSTEM 2.0 DXL

Immagazzinare, mettere al sicuro, trasportare e lavorare con la Workstation TOUGHSYSTEM® 2.0 DXL™. Composta da 4 prodotti indipendenti progettati per essere disposti in vari modi, questa piattaforma di produttività è diversa da qualsiasi altra attualmente disponibile per i cantieri commerciali. Un carrello resistente, cassetti versatili e un piano di lavoro funzionale si combinano per creare una postazione di lavoro all-in-one che offre l'accessibilità agli strumenti ovunque si svolga il lavoro.",/images/dewalt_products_resto/DOPPIOCASSETTOPROFONDOTOUGHSYSTEM20DXL.webp,N/A
Borsone con ruote e manico telecospico 28'' McLaren,dwst83522-9,"Borsone con ruote e manico telecospico 28'' McLaren

""La gamma DEWALT x McLaren F1 Team è il risultato di una volontà comune di prestazioni.\nLa nostra soluzione di stoccaggio morbida più grande, con capacità per più utensili elettrici, utensili manuali e accessori, è dotata di una maniglia estensibile, di ruote resistenti e di una trappola e una maniglia ergonomiche per il trasporto. Perfetta per riporre e spostare le attrezzature in ambienti con ritmi veloci e alta pressione. """,/images/dewalt_products_resto/Borsoneconruoteemanicotelecospico28McLaren.webp,N/A
Zaino  McLaren,dwst60122-1,"Zaino  McLaren

La nostra gamma di utensili in edizione limitata DEWALT x McLaren F1 Team è il risultato di una volontà comune di essere forti sotto pressione. Siamo duri insieme.\nUno zaino resistente e versatile, perfetto per riporre e spostare gli utensili e gli accessori in ambienti veloci e ad alta pressione.",/images/dewalt_products_resto/ZainoMcLaren.webp,N/A
Zaino  trolley con ruote McLaren,dwst60101-9,"Zaino  trolley con ruote McLaren

",/images/dewalt_products_resto/ZainotrolleyconruoteMcLaren.webp,N/A
Borsa rettangolare 20'' con tracolla McLaren,dwst60104-9,"Borsa rettangolare 20'' con tracolla McLaren

La gamma DEWALT x McLaren F1 Team è il risultato di una volontà comune di prestazioni.\nOttimizzate la visibilità e l'accessibilità degli utensili con la borsa Pro da 20"". Pro. Caratterizzata da una struttura in tessuto resistente da 1680 denari, 33 tasche individuali e uno scomparto resistente all'acqua IP54, questa soluzione di stoccaggio morbida e di grande volume protegge gli oggetti e tiene gli utensili a portata di mano",/images/dewalt_products_resto/Borsarettangolare20contracollaMcLaren.webp,N/A
"DOPPIO CASSETTO, storage TOUGHSYSTEM 2.0 DXL",dwst08520-1,"DOPPIO CASSETTO, storage TOUGHSYSTEM 2.0 DXL

Resistete alle condizioni più difficili ed espandete il vostro sistema con i 2 cassetti TOUGHSYSTEM® 2.0 DXL™. Parte integrante della Workstation TOUGHSYSTEM® 2.0 DXL™ 30 (venduta separatamente), questi versatili cassetti consentono di ottimizzare l'organizzazione grazie a divisori rimovibili e di accedere rapidamente agli utensili appesi alle rastrelliere metalliche laterali. Progettata con cassetti dall'apertura fluida e dalla chiusura sicura, questa soluzione adattabile presenta 2 grandi cassetti con una capacità di carico totale di 25 kg (27,5 lbs./12,5 kg per cassetto) e un volume di 42,8 litri.",/images/dewalt_products_resto/DOPPIOCASSETTOstorageTOUGHSYSTEM20DXL.webp,N/A
"CASSETTO PROFONDO, storage TOUGHSYSTEM 2.0 DXL. Compatibilità con i moduli TOUGHSYSTEM 2.0 DXL, TOUGHSYSTEM 2.0 e TSTAK",dwst08510-1,"CASSETTO PROFONDO, storage TOUGHSYSTEM 2.0 DXL. Compatibilità con i moduli TOUGHSYSTEM 2.0 DXL, TOUGHSYSTEM 2.0 e TSTAK

Resistete alle condizioni più difficili ed espandete il vostro sistema con il cassetto TOUGHSYSTEM® 2.0 DXL™ da 30”. Cassetto profondo. Parte integrante della piattaforma TOUGHSYSTEM® 2.0 DXL™ Workstation, questo versatile cassetto consente di ottimizzare l'organizzazione grazie ai divisori rimovibili e alle rastrelliere metalliche laterali per riporre ulteriori utensili. Caratterizzato da cassetti ad apertura e chiusura dolce, questa soluzione adattabile ha una capacità di carico totale di 12,5 kg (per cassetto, capacità di carico totale di 25 kg) e un volume di 44 litri.",/images/dewalt_products_resto/CASSETTOPROFONDOstorageTOUGHSYSTEM20DXLCompatibilitàconimoduliTOUGHSYSTEM20DXLTOUGHSYSTEM20eTSTAK.webp,N/A
"BASE CON RUOTE, storage TOUGHSYSTEM 2.0 DXL. Compatibilità con i moduli TOUGHSYSTEM 2.0 DXL, TOUGHSYSTEM 2.0 e TSTAK",dwst08530-1,"BASE CON RUOTE, storage TOUGHSYSTEM 2.0 DXL. Compatibilità con i moduli TOUGHSYSTEM 2.0 DXL, TOUGHSYSTEM 2.0 e TSTAK

Arrivate in cantiere con un ampio spazio di archiviazione e un'area di lavoro funzionale. La Workstation TOUGHSYSTEM® 2.0 è una soluzione di stoccaggio portatile per il cantiere, supportata da questo carrello TOUGHSYSTEM® 2.0 DXL™ Workstation Dolly. Progettato per muoversi liberamente su terreni accidentati e in ambienti difficili, questo carrello può sostenere carichi fino a 200 kg.",/images/dewalt_products_resto/BASECONRUOTEstorageTOUGHSYSTEM20DXLCompatibilitàconimoduliTOUGHSYSTEM20DXLTOUGHSYSTEM20eTSTAK.webp,N/A
"PIANO DI LAVORO, storage TOUGHSYSTEM 2.0 DXL",dwst08550-1,"PIANO DI LAVORO, storage TOUGHSYSTEM 2.0 DXL

Resistete alle condizioni più difficili ed espandete il vostro sistema con TOUGHSYSTEM® 2.0 DXL™ 30 in. 2 Drawers. Come parte della workstation TOUGHSYSTEM® 2.0 DXL™. (venduti separatamente), questi versatili cassetti consentono di ottimizzare l'organizzazione grazie a divisori rimovibili e di accedere rapidamente agli utensili appesi alle rastrelliere metalliche laterali. Progettata con cassetti dall'apertura fluida e dalla chiusura sicura, questa soluzione adattabile presenta 2 grandi cassetti con una capacità di carico totale di 25 kg (27,5 lbs./12,5 kg per cassetto) e un volume di 34,3 litri.",/images/dewalt_products_resto/PIANODILAVOROstorageTOUGHSYSTEM20DXL.webp,N/A
BORSA TRACOLLA 11'' NYLON 1600DEN MULTITASCHE,dwst83524-1,"BORSA TRACOLLA 11'' NYLON 1600DEN MULTITASCHE

La borsa portautensili DEWALT® Toughsystem 2.0 a mezza larghezza offre uno spazio aggiuntivo. Il resistente tessuto 1680D, il materiale repellente allo sporco e la base impermeabile rendono questa borsa adatta a qualsiasi ambiente di lavoro. Questa borsa è dotata di oltre 30 tasche e di un accesso a 360° agli utensili in tasche di diverse dimensioni, con tasche speciali per gli utensili elettrici, le batterie e l'attrezzatura. La borsa può essere impilata con qualsiasi prodotto ToughSystem® 2.0, consentendo una soluzione di trasporto per tutti i modelli.",/images/dewalt_products_resto/BORSATRACOLLA11NYLON1600DENMULTITASCHE.webp,N/A
"Unità 3 cassetti,  3 cassett prfondi in ABS, compatibile con moduli Tough System 2.0 e 1.0",dwst08330-1,"Unità 3 cassetti,  3 cassett prfondi in ABS, compatibile con moduli Tough System 2.0 e 1.0

",/images/dewalt_products_resto/Unità3cassetti3cassettprfondiinABScompatibileconmoduliToughSystem20e10.webp,N/A
"Borsa 16"" ampia apertura, Tessuti resistenti di alta qualità - 1680D",dwst60103-1,"Borsa 16"" ampia apertura, Tessuti resistenti di alta qualità - 1680D

Ottimizzate la visibilità e l'accessibilità degli utensili sul lavoro con la borsa DEWALT® 16 in. Pro Open Mouth. Caratterizzata da una struttura resistente e da uno scomparto impermeabile IP54, questa soluzione protegge gli oggetti e tiene gli utensili a portata di mano.",/images/dewalt_products_resto/Borsa16ampiaaperturaTessutiresistentidialtaqualità-1680D.webp,N/A
DEWALT® TOUGHSYSTEM® 2.0 Vasca fonda porta utensili elettrici,dwst08035-1,"DEWALT® TOUGHSYSTEM® 2.0 Vasca fonda porta utensili elettrici

Ottimizzate la vostra organizzazione con la cassetta degli attrezzi TOUGHSYSTEM 2.0 Compact Deep. I quattro divisori e il vassoio interno a metà larghezza semplificano la personalizzazione della cassetta degli attrezzi, mentre il grado di resistenza alla polvere e all'acqua IP65 garantisce la protezione degli attrezzi. Le chiusure anteriori in filo metallico sono facili da chiudere e possono essere utilizzate con una sola mano. Compatibile con qualsiasi prodotto TOUGHSYSTEM 2.0, la cassetta degli attrezzi TOUGHSYSTEM 2.0 Compact Deep si collega alle cassette TOUGHSYSTEM 2.0 a mezza larghezza o a grandezza naturale.",/images/dewalt_products_resto/DEWALTTOUGHSYSTEM20Vascafondaportautensilielettrici.webp,N/A
Combinata Tough System - TSTAK - Combinata composta da Tough System DWST83294-1 (Cassetta porta utensili mediana) + DWST08017-1 (Adattatore Tough System - TSTAK) + TSTAK DWST83346-1 (Unità profonda porta elettroutensili).,dwst08017-9,"Combinata Tough System - TSTAK - Combinata composta da Tough System DWST83294-1 (Cassetta porta utensili mediana) + DWST08017-1 (Adattatore Tough System - TSTAK) + TSTAK DWST83346-1 (Unità profonda porta elettroutensili).

Il bundle TOUGHSYSTEM to TSTAK collega il TOUGHSYSTEM 2.0 DS300 al DEWALT TSTAK IP54 DEEP BOX con l'adattatore DEWALT® TOUGHSYSTEM® 2.0. In questo modo si aumenta la flessibilità di qualsiasi sistema di stoccaggio, consentendo di combinare le soluzioni di stoccaggio TSTAK, TOUGHSYSTEM e Tough Case. La piastra di adattamento è dotata di un portautensili integrato per riporre i trapani tramite il gancio della cintura.",/images/dewalt_products_resto/CombinataToughSystem-TSTAK-CombinatacompostadaToughSystemDWST83294-1CassettaportautensilimedianaDWST08017-1AdattatoreToughSystem-TSTAKTSTAKDWST83346-1Unitàprofondaportaelettroutensili.webp,N/A
DEWALT® TOUGHSYSTEM® 2.0 Adaptor,dwst08017-1,"DEWALT® TOUGHSYSTEM® 2.0 Adaptor

L'adattatore DEWALT TOUGHSYSTEM® 2.0 consente la connessione multipiattaforma delle soluzioni di stoccaggio TSTAK, TOUGHSYSTEM e Tough Case per creare un sistema di stoccaggio altamente flessibile. La piastra di adattamento è dotata di un portautensili integrato per riporre i trapani tramite il gancio della cintura.",/images/dewalt_products_resto/DEWALTTOUGHSYSTEM20Adaptor.webp,N/A
TOUGHSYSTEM 2.0 Modulo con doppio cassetto,dwst83529-1,"TOUGHSYSTEM 2.0 Modulo con doppio cassetto

Pu² essere agganciato ad un altro modulo TOUGHSYSTEM 2.0, ad un carrello Tough System, montato su scaffalature per furgoni o immagazzinato in un'officina. Lâ€™unit  con cassetti profondi offre un accesso immediato agli utensili senza la rimozione di altri moduli.\n\nGUIDE SCORRIMENTO  A SFERA Consentono un'apertura morbida ed agevole ed un elevata durata.\n\nCHIUSURE LATERALI AUTO LATCH Permette un facile collegamento con altre cassette TOUGHSYSTEM / TOUGHSYSTEM 2.0.\n\nMANIGLIE LATERALI Permettono di collegare l'unit  al carrello TOUGHSYSTEM e alle scaffalature per furgoni e officine tramite staffe.\n\nPIASTRE TRASPARENTI Consentono di etichettare i cassetti per una maggiore organizzazione.",/images/dewalt_products_resto/TOUGHSYSTEM20Modulocondoppiocassetto.webp,N/A
"Unità portautensili manuali e minuterie, struttura in cordura 1680Den, impugnatura ergonomica e robusta, tracolla e parte posteriore imbottite per una trasportabilità più comfortevole, Base rigida ed impermeabile compatibile con i moduli TSTAK",dwst83541-1,"Unità portautensili manuali e minuterie, struttura in cordura 1680Den, impugnatura ergonomica e robusta, tracolla e parte posteriore imbottite per una trasportabilità più comfortevole, Base rigida ed impermeabile compatibile con i moduli TSTAK

",/images/dewalt_products_resto/Unitàportautensilimanualieminuteriestrutturaincordura1680DenimpugnaturaergonomicaerobustatracollaeparteposterioreimbottiteperunatrasportabilitàpiùcomfortevoleBaserigidaedimpermeabilecompatibileconimoduliTSTAK.webp,N/A
CARTELLETTA TSTAK,dwst82732-1,"CARTELLETTA TSTAK

",/images/dewalt_products_resto/CARTELLETTATSTAK.webp,N/A
DEWALT TSTAK IP54 TROLLEY,dwst83411-1,"DEWALT TSTAK IP54 TROLLEY

",/images/dewalt_products_resto/DEWALTTSTAKIP54TROLLEY.webp,N/A
TORRE TSTAK IP54,dwst83412-1,"TORRE TSTAK IP54

",/images/dewalt_products_resto/TORRETSTAKIP54.webp,N/A
Dispositivo di raffreddamento TSTAK su ruote,dwst83281-1,"Dispositivo di raffreddamento TSTAK su ruote

",/images/dewalt_products_resto/DispositivodiraffreddamentoTSTAKsuruote.webp,N/A
Valigetta TSTAK IP54 con maniglia,dwst83344-1,"Valigetta TSTAK IP54 con maniglia

",/images/dewalt_products_resto/ValigettaTSTAKIP54conmaniglia.webp,N/A
TSTAK IP54 Valigetta profonda con ruote,dwst83347-1,"TSTAK IP54 Valigetta profonda con ruote

",/images/dewalt_products_resto/TSTAKIP54Valigettaprofondaconruote.webp,N/A
TSTAK IP54 Valigetta profonda,dwst83346-1,"TSTAK IP54 Valigetta profonda

",/images/dewalt_products_resto/TSTAKIP54Valigettaprofonda.webp,N/A
Valigetta TSTAK IP54,dwst83345-1,"Valigetta TSTAK IP54

",/images/dewalt_products_resto/ValigettaTSTAKIP54.webp,N/A
TSTAK IP54 Valigetta profonda con maniglione,dwst83343-1,"TSTAK IP54 Valigetta profonda con maniglione

",/images/dewalt_products_resto/TSTAKIP54Valigettaprofondaconmaniglione.webp,N/A
TSTAK IP54 Combo Kit,dwst83395-1,"TSTAK IP54 Combo Kit

",/images/dewalt_products_resto/TSTAKIP54ComboKit.webp,N/A
TOUGHSYSTEM 2.0 - DS300,dwst83294-1,"TOUGHSYSTEM 2.0 - DS300

The ToughSystem 2.0 DS300 Toolbox comes with patented auto-connect side latches for easy one-hand operation. Its 2-piece metal wire front latches add durability when securing tools inside. This toolbox offers 20% more tool storage* when used as part of a tower with 2.0 DS166 and DS400. It is IP65 rated for dust and water resistance and has a 50 Kg load capacity. The toolbox has a removable inner tray for optimal organization. The ToughSystem 2.0 Toolbox is compatible with all ToughSystem products.",/images/dewalt_products_resto/TOUGHSYSTEM20-DS300.webp,N/A
TOUGHSYSTEM 2.0 - 3 IN 1,dwst83402-1,"TOUGHSYSTEM 2.0 - 3 IN 1

",/images/dewalt_products_resto/TOUGHSYSTEM20-3IN1.webp,N/A
TOUGHSYSTEM 2.0 - DS450,dwst83295-1,"TOUGHSYSTEM 2.0 - DS450

Navigate the toughext jobsites with the 8 in. wheels of the DS450 ToughSystem 2.0 Rolling Toolbox. Its patented auto-connect side latches allow one-hand operation. It also has 2-piece metal wire front latches for added durability when securing tools inside of the box. This toolbox offers 20% more tool storage* when used with DS166 and DS300 as part of a tower. It is IP65 rated for dust and water resistance and has a 130 Kg load capacity. The toolbox has a removable inner tray for optimal organization. The ToughSystem 2.0 Rolling Toolbox is compatible with all ToughSystem products.",/images/dewalt_products_resto/TOUGHSYSTEM20-DS450.webp,N/A
TOUGHSYSTEM 2.0 - 4 IN 1,dwst83401-1,"TOUGHSYSTEM 2.0 - 4 IN 1

",/images/dewalt_products_resto/TOUGHSYSTEM20-4IN1.webp,N/A
TOUGHSYSTEM 2.0 - DS166,dwst83293-1,"TOUGHSYSTEM 2.0 - DS166

The ToughSystem 2.0 DS166 Toolbox has patented auto-connect side latches, allowing for one-hand operation. It also has 2-piece metal wire front latches for added durability when securing tools inside the box. This toolbox offers 20% more tool storage when used as part of a tower with the 2.0 DS300 and DS400. It is IP65 rated for dust and water resistance and has a 50 Kg. load capacity. The toolbox contains 2 large organizer cups on the inside with removable dividers for optimal organization. The ToughSystem 2.0 Toolbox is compatible with all ToughSystem products.",/images/dewalt_products_resto/TOUGHSYSTEM20-DS166.webp,N/A
TOUGHSYSTEM 2.0 - DS400,dwst83342-1,"TOUGHSYSTEM 2.0 - DS400

The ToughSystem 2.0 DS400 Toolbox comes with patented auto-connect side latches for easy one-hand operation. Its 2-piece metal wire front latches add durability when securing tools inside. It is IP65 rated for dust and water resistance and has a 50 Kg load capacity. The toolbox has a removable inner tray for optimal organization. The ToughSystem 2.0 Toolbox is compatible with all ToughSystem products.",/images/dewalt_products_resto/TOUGHSYSTEM20-DS400.webp,N/A
TOUGHSYSTEM™ DSCARRIER - 1-70-324,1-70-324,"TOUGHSYSTEM™ DSCARRIER - 1-70-324

DEWALT® TOUGHYSTEM® DS Carrier. Durable metal construction, with heavy duty wheels for tough terrain 3 adjustable brackets allow for a tailored configuration of the boxes 80Kg capacity on the brackets, 120kg capacity on the tote plate. Use with the DEWALT® TOUGHSYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/TOUGHSYSTEMDSCARRIER-1-70-324.webp,N/A
"Carrello portademolitore, TYPE 2 compatibile con I seguenti martelli demolitori D25966 - D25981 - DCH966",d259811-xj,"Carrello portademolitore, TYPE 2 compatibile con I seguenti martelli demolitori D25966 - D25981 - DCH966

Trasporta il martello D25981 o materiali aggiuntivi in ​​cantiere con questo carrello. Compatibile con il martello demolitore D25981.",/images/dewalt_products_resto/CarrelloportademolitoreTYPE2compatibileconIseguentimartellidemolitoriD25966-D25981-DCH966.webp,N/A
TSTAK IP54 Organiser,dwst82968-1,"TSTAK IP54 Organiser

",/images/dewalt_products_resto/TSTAKIP54Organiser.webp,N/A
TSTAK Soft Tool Bag,dwst82991-1,"TSTAK Soft Tool Bag

",/images/dewalt_products_resto/TSTAKSoftToolBag.webp,N/A
Borsa portautensili morbida TSTAK,dwst82990-1,"Borsa portautensili morbida TSTAK

",/images/dewalt_products_resto/BorsaportautensilimorbidaTSTAK.webp,N/A
Tool Backpack,dwst81690-1,"Tool Backpack

Strong and durable, the DEWALT® Tool Backpack DWST181690-1 delivers safe and spacious storage for a multitude of tools, enabling the user to organise everything they need for a job, with full accessibility to essential items and hands-free transportation of vital everyday equipment.",/images/dewalt_products_resto/ToolBackpack.webp,N/A
TOUGHSYSTEM® DS404 COOLER,dwst1-81333,"TOUGHSYSTEM® DS404 COOLER

Spacious  TOUGHYSTEM® Cooler provides five days’ ice retention, with IP65 rating for exceptional dust and water resistance. Use with the DEWALT® TOUGHSYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/TOUGHSYSTEMDS404COOLER.webp,N/A
TSTAK™ III Cassetto profondo con 2 contenitori grandi e 4 piccoli,dwst1-70705,"TSTAK™ III Cassetto profondo con 2 contenitori grandi e 4 piccoli

The TSTAK® single deep drawer has removable covered cups for organisation of small parts and accessories. It also features ball-bearing slides reliable for heavy-duty loads. The flexible TSTAK platform allows different combinations; all units can stack on top of each other and are able to connect with durable side latches.",/images/dewalt_products_resto/TSTAKIIICassettoprofondocon2contenitorigrandie4piccoli.webp,N/A
Sistema porta vasche Tough System per furgoni - Tetto Standard,dwst1-81042,"Sistema porta vasche Tough System per furgoni - Tetto Standard

DEWALT® TOUGHYSTEM® allows you to maximise the interior load space of your van by providing a secure and efficient storage solution specifically designed for the DEWALT® TOUGHSYSTEM®. Use with the DEWALT® TOUGHSYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/SistemaportavascheToughSystemperfurgoni-TettoStandard.webp,N/A
Sistema porta vasche Tough System per furgoni - Tetto Standard,dwst1-81045,"Sistema porta vasche Tough System per furgoni - Tetto Standard

Kit di scaffalature per furgoni alti. DEWALT® TOUGHYSTEM® consente di ottimizzare lo spazio interno del furgone fornendo una soluzione di stoccaggio sicura ed efficiente appositamente progettata per il sistema DEWALT® TOUGHSYSTEM® per creare un sistema di stoccaggio unico.",/images/dewalt_products_resto/SistemaportavascheToughSystemperfurgoni-TettoStandard.webp,N/A
Borsa Portautensili a base tonda,1-79-211,"Borsa Portautensili a base tonda

",/images/dewalt_products_resto/BorsaPortautensiliabasetonda.webp,N/A
TOUGHSYSTEM™ DS350 CESTELLO,dwst1-75654,"TOUGHSYSTEM™ DS350 CESTELLO

DEWALT® TOUGHYSTEM® Spacious & accessible Tote with side handles and folding heavy-duty bar for transportation can transport up to 29.5Kg of equipment. Use with the DEWALT® TOUGHYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/TOUGHSYSTEMDS350CESTELLO.webp,N/A
TOUGHSYSTEM™ DS100 Organizer,dwst1-75522,"TOUGHSYSTEM™ DS100 Organizer

DEWALT® TOUGHYSTEM® Organiser is ideal to store and organise small parts, such as fixings and accessories, using removable cups. Tough, transparent polycarbonate lid makes it to easy to identify contents. Also suitable for storing power tools/ hand tools. Use with the DEWALT® TOUGHYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/TOUGHSYSTEMDS100Organizer.webp,N/A
TSTAK™ TROLLEY,dwst1-71196,"TSTAK™ TROLLEY

",/images/dewalt_products_resto/TSTAKTROLLEY.webp,N/A
TSTACK CART carrello per trasporto sistema TSTAK™,dwst1-71229,"TSTACK CART carrello per trasporto sistema TSTAK™

Easily transport your TSTAK® boxes with this 4 Wheel Cart. Equipped with heavy duty wheels, it can roll on difficult surfaces.",/images/dewalt_products_resto/TSTACKCARTcarrellopertrasportosistemaTSTAK.webp,N/A
TOUGHSYSTEM™ Telaio Porta Vasche,dwst1-75694,"TOUGHSYSTEM™ Telaio Porta Vasche

DEWALT® TOUGHYSTEM® Workshop racking solution is universal - fits all TOUGHYSTEM® modules. Use with the DEWALT® TOUGHSYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/TOUGHSYSTEMTelaioPortaVasche.webp,N/A
Borsone con ruote,dwst1-79210,"Borsone con ruote

",/images/dewalt_products_resto/Borsoneconruote.webp,N/A
COPPIA BRACCI SUPPORTO,1-70-362,"COPPIA BRACCI SUPPORTO

DEWALT® TOUGHYSTEM® bracket kit offers a set of 2 additional fasteners with a maximum load of 50 kg per pair. Use with the DEWALT® TOUGHSYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/COPPIABRACCISUPPORTO.webp,N/A
IT TSTAK™ IV Doppio cassetto con separatori regolabili,dwst1-70706,"IT TSTAK™ IV Doppio cassetto con separatori regolabili

The TSTAK® system is a flexible platform that allows for many different combinations based on the user’s needs. This unit features two drawers and can be stacked on or under other TSTAK® components.",/images/dewalt_products_resto/ITTSTAKIVDoppiocassettoconseparatoriregolabili.webp,N/A
TSTAK CESTELLO,dwst1-71228,"TSTAK CESTELLO

",/images/dewalt_products_resto/TSTAKCESTELLO.webp,N/A
TSTAK Vasca con ruote e impugnatura telescopica,dwst1-75799,"TSTAK Vasca con ruote e impugnatura telescopica

",/images/dewalt_products_resto/TSTAKVascaconruoteeimpugnaturatelescopica.webp,N/A
"Generatore di Corrente Dewalt Monofase Benzina 3,5kW con ruote",dxgnp35e,"Generatore di Corrente Dewalt Monofase Benzina 3,5kW con ruote

Generatore di corrente a benzina, monofase, 4 tempi, raffreddato ad aria. Regolatore elettronico di tensione AVR. Bassa manutenzione e consumi. Con allarme per basso livello dell'olio.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltMonofaseBenzina35kWconruote.webp,N/A
"Generatore di Corrente Dewalt Monofase Benzina 6,5kW con ruote",dxgnp65e,"Generatore di Corrente Dewalt Monofase Benzina 6,5kW con ruote

Generatore di corrente a benzina, monofase, 4 tempi, con albero orizzontale. Raffreddato ad aria, con regolatore elettronico di tensione AVR. Bassa manutenzione e consumi. Ideale per un uso d'emergenza, domestico o professionale.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltMonofaseBenzina65kWconruote.webp,N/A
Generatore di Corrente Dewalt Inverter Benzina 2kW,dxgni20e,"Generatore di Corrente Dewalt Inverter Benzina 2kW

Generatore di corrente silenzioso a inverter, modello a valigetta, facile da trasportare. Modalità ECO, che riduce il consumo e la rumorosità a medio carico. Consente di caricare batterie di utensili elettrici.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltInverterBenzina2kW.webp,N/A
"Generatore di Corrente Dewalt Monofase Benzina 8,5kW con ruote",dxgnp85e,"Generatore di Corrente Dewalt Monofase Benzina 8,5kW con ruote

Generatore di corrente a benzina, monofase, 4 tempi, raffreddato ad aria. Avviamento elettrico, grande serbatoio carburante, regolatore elettronico di tensione AVR.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltMonofaseBenzina85kWconruote.webp,N/A
Generatore di Corrente Dewalt Monofase Benzina 3kW con ruote,dxgnp30e,"Generatore di Corrente Dewalt Monofase Benzina 3kW con ruote

Generatore di corrente a benzina, monofase, 4 tempi. Regolatore elettronico di tensione AVR. Bassa manutenzione e consumi. Con allarme per basso livello dell'olio.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltMonofaseBenzina3kWconruote.webp,N/A
"Generatore di Corrente Dewalt Mono/Trifase Benzina 10,6kW con ruote",dxgnp853e,"Generatore di Corrente Dewalt Mono/Trifase Benzina 10,6kW con ruote

Generatore di corrente a benzina con doppio voltaggio a piena potenza: monofase/trifase. Raffreddato ad aria. Avviamento elettrico. Serbatoio carburante maggiorato. Regolatore di tensione AVR.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltMonoTrifaseBenzina106kWconruote.webp,N/A
"Generatore di Corrente Dewalt Inverter Benzina 3,4kW",dxgni35e,"Generatore di Corrente Dewalt Inverter Benzina 3,4kW

Generatore di corrente silenzioso a inverter, modello a valigetta, facile da trasportare. Display digitale con voltmetro, frequenzimetro e contaore. Con allarme di sovraccarico e basso livello d'olio.",/images/dewalt_products_resto/GeneratorediCorrenteDewaltInverterBenzina34kW.webp,N/A
